FIPS,RUCC_2013,Description,IsMetro,RUCC_2013_Factor
35011,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
35013,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
35015,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
35017,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
35019,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
35021,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
35023,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
35025,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
35027,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
35028,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
35029,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
35031,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
35033,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
35035,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
35037,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
35039,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
35041,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
35043,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
35045,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
35047,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
35049,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
35051,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
35053,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
35055,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
35057,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
35059,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
35061,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
36001,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
36003,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
36005,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36007,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
36009,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
36011,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
36013,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
36015,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
36017,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
36019,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
36021,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
36023,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
36025,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
36027,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36029,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36031,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
36033,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
36035,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
36037,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
36039,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
36041,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
36043,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
36045,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
36047,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36049,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
36051,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36053,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
36055,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36057,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
36059,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36061,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36063,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36065,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
36067,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
36069,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36071,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36073,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36075,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
36077,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
36079,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36081,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36083,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
36085,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36087,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36089,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
36091,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
36093,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
36095,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
36097,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
36099,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
36101,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
36103,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36105,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
36107,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
36109,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
36111,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
36113,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
36115,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
36117,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36119,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
36121,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
36123,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
37001,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
37003,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37005,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
37007,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37009,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
37011,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
37013,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37015,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
37017,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37019,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37021,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37023,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37025,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
37027,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37029,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
37031,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37033,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
37035,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37037,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37039,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
37041,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37043,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
37045,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37047,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37049,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
37051,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37053,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
37055,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37057,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37059,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37061,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37063,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37065,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
37067,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37069,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
37071,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
37073,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
37075,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
37077,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37079,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
37081,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37083,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37085,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37087,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37089,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37091,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37093,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37095,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
37097,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
37099,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37101,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
37103,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
37105,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37107,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37109,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
37111,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37113,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
37115,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37117,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37119,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
37121,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
37123,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37125,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37127,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
37129,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37131,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
37133,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
37135,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37137,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
37139,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37141,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37143,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
37145,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37147,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
37149,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
37151,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37153,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
37155,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37157,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37159,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
37161,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37163,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37165,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37167,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37169,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37171,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37173,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
37175,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37177,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
37179,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
37181,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37183,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
37185,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
37187,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
37189,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
37191,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
37193,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
37195,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
37197,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
37199,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
38001,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38003,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
38005,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38007,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38009,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38011,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38013,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38015,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
38017,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
38019,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38021,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38023,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38025,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38027,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38029,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
38031,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38033,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38035,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
38037,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
38039,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38041,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38043,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
38045,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38047,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38049,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38051,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38053,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38055,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
38057,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
38059,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
38061,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38063,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
38065,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
38067,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38069,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
38071,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
38073,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
38075,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38077,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
38079,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38081,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38083,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38085,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
38087,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38089,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
38091,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
38093,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
38095,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38097,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
38099,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
38101,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
38103,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
38105,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
39001,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39003,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
39005,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39007,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39009,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39011,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
39013,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
39015,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39017,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
39019,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
39021,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
39023,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
39025,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
