FIPS,RUCC_2013,Description,IsMetro,RUCC_2013_Factor
8011,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
8013,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
8014,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
8015,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
8017,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8019,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
8021,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8023,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8025,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
8027,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
8029,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
8031,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
8033,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8035,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
8037,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
8039,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
8041,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
8043,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
8045,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
8047,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
8049,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
8051,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
8053,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8055,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
8057,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8059,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
8061,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8063,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
8065,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
8067,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
8069,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
8071,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
8073,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
8075,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
8077,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
8079,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8081,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
8083,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
8085,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
8087,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
8089,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
8091,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8093,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
8095,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8097,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
8099,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
8101,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
8103,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8105,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
8107,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
8109,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8111,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8113,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8115,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8117,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",FALSE,Nonmetro Urban 20K+ NonAdj
8119,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
8121,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
8123,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
8125,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
9001,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
9003,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
9005,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
9007,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
9009,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
9011,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
9013,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
9015,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
10001,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
10003,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
10005,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
11001,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12001,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12003,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12005,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
12007,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12009,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12011,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12013,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12015,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
12017,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
12019,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12021,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12023,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
12027,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12029,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12031,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12033,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12035,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12037,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12039,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12041,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12043,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12045,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
12047,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12049,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12051,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
12053,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12055,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
12057,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12059,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12061,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
12063,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12065,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12067,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
12069,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12071,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12073,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12075,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12077,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
12079,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12081,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12083,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12085,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12086,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12087,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
12089,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12091,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
12093,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
12095,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12097,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12099,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12101,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12103,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12105,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12107,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
12109,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12111,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12113,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12115,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12117,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
12119,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
12121,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12123,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12125,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
12127,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12129,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
12131,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
12133,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
13001,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
13003,9,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",FALSE,Nonmetro Rural NonAdj
13005,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
13007,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
13009,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
13011,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
13013,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
13015,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
13017,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
13019,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
13021,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
13023,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
13025,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
13027,3,"Metro - Counties in metro areas of fewer than 250,000 population",TRUE,Metro <250K
13029,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
13031,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
13033,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
13035,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
13037,8,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",FALSE,Nonmetro Rural Adj
13039,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",FALSE,Nonmetro Urban 20K+ Adj
13043,7,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K NonAdj
13045,1,Metro - Counties in metro areas of 1 million population or more,TRUE,Metro 1M+
13047,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
13049,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
13051,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
13053,2,"Metro - Counties in metro areas of 250,000 to 1 million population",TRUE,Metro 250K-1M
13055,6,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",FALSE,Nonmetro Urban 2.5K-19.9K Adj
